"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=coords,acconly"
"Access Time","Mon 2017-03-13 20:35:32 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","coords,acconly"
"Elapsed Time","0.168"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"1020487","occ","","","122982","Parvitermes longinasus","species","224270","Burdigalian","Langhian","20.44","13.82","40477","-70.750000","19.583332"
"1020488","occ","","","122982","Caribitermes hispaniola","species","224272","Burdigalian","Langhian","20.44","13.82","40477","-70.750000","19.583332"
"1020489","occ","","","122982","Velocitermes bulbus","species","224274","Burdigalian","Langhian","20.44","13.82","40477","-70.750000","19.583332"
"1021711","occ","","","50035","Stolotermes kupe","species","226206","Aquitanian","","23.03","20.44","40571","170.221802","-45.527100"
"1021774","occ","","","124594","Phyloblatta lata","species","221252","Artinskian","","290.1","279.3","40260","86.595001","55.169998"
"1021775","occ","","","124594","Olethroblatta tomiensis","species","221274","Artinskian","","290.1","279.3","40260","86.595001","55.169998"
"1022443","occ","","","125238","Leptoblattina exilis","species","224623","Westphalian B","","314.6","314.6","48851","-2.075000","52.549999"
"1022466","occ","","","122578","Blattoidea","superfamily","191945","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1022467","occ","","","122578","Blattoidea","superfamily","191945","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1022468","occ","","","122578","Blattoidea","superfamily","191945","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1022469","occ","","","125239","Blattoidea","superfamily","191945","Stephanian C","","303.4","301.2","35209","11.880000","51.511002"
"1022470","occ","","","122578","Blattoidea","superfamily","191945","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1022471","occ","","","122578","Blattoidea","superfamily","191945","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1022472","occ","","","122578","Blattoidea","superfamily","191945","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1022473","occ","","","122578","Blattoidea","superfamily","191945","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1022504","occ","","F","122579","Blattoidea","genus","224624","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1022510","occ","","","125239","Blattoidea","superfamily","191945","Stephanian C","","303.4","301.2","35209","11.880000","51.511002"
"1022550","occ","","","112630","Blattoidea carri","species","224647","Westphalian D","","311.45","306.95","35209","-88.385002","41.340000"
"1022551","occ","","","112630","Pareinoblatta sellardsi","species","224650","Westphalian D","","311.45","306.95","35209","-88.385002","41.340000"
"1022552","occ","","","114456","Blattoidea schucherti","species","224649","Westphalian C","","314.6","311.45","37094","-76.394997","40.605000"
"1022561","occ","","","112630","Blattoidea schuchertiana","species","224651","Westphalian D","","311.45","306.95","35209","-88.385002","41.340000"
"1022562","occ","","","112630","Blattoidea sellardsiana","species","224652","Westphalian D","","311.45","306.95","35209","-88.385002","41.340000"
"1022563","occ","","F","112630","Blattoidea","genus","224624","Westphalian D","","311.45","306.95","35209","-88.385002","41.340000"
"1022564","occ","","","125238","Aphthoroblattina johnsoni","species","224657","Westphalian B","","314.6","314.6","48851","-2.075000","52.549999"
"1022565","occ","","","123820","Archimylacridae","family","191946","Westphalian C","","314.6","311.45","5862","3.900000","50.398998"
"1022566","occ","","","123824","Archimylacris belgica","species","224729","Westphalian C","","314.6","311.45","35209","3.898000","50.446999"
"1022578","occ","","","125247","Polyetoblatta calopteryx","species","224732","Westphalian","","318.1","306.95","37094","-81.540001","39.910000"
"1022582","occ","","","125251","Kinklidoptera lubnensis","species","224738","Westphalian C","","314.6","311.45","49717","13.700000","50.075001"
"1022587","occ","","","128574","Kinklidoptera vicina","species","224740","Westphalian D","","311.45","306.95","35209","13.207222","49.713055"
"1022588","occ","","","103635","Amorphoblatta brongniarti","species","224742","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1023201","occ","","","110895","Carinatermes nascimbeni","species","227193","Turonian","","93.9","89.8","40679","-74.321945","40.465557"
"1024291","occ","","","124820","Testudiblatta xilutianensis","species","227618","Ypresian","","56","47.8","40725","123.860001","41.834999"
"1024292","occ","","","124820","Dromocites guchengziensis","species","227620","Ypresian","","56","47.8","40725","123.860001","41.834999"
"1024293","occ","","","124820","Latiblatta orientalis","species","227624","Ypresian","","56","47.8","40725","123.860001","41.834999"
"1024438","occ","","","124530","Dromocites orbiculigastrulatus","species","227621","Ypresian","","56","47.8","40725","123.900002","41.841999"
"1024439","occ","","","124530","Latiblatta spinosa","species","227623","Ypresian","","56","47.8","40725","123.900002","41.841999"
"1024440","occ","","","124530","Latiblatta orientalis","species","227624","Ypresian","","56","47.8","40725","123.900002","41.841999"
"1024741","occ","","","125228","Sogdoblatta baleica","species","228434","Toarcian","","182.7","174.1","40760","100.309998","54.169998"
"1024742","occ","","","119621","Sogdoblatta parvula","species","228435","Bathonian","","168.3","166.1","40760","92.800003","48.500000"
"1024743","occ","","","119621","Taublatta grandis","species","228436","Bathonian","","168.3","166.1","40760","92.800003","48.500000"
"1024744","occ","","","124855","Taublattopsis costalis","species","228438","Toarcian","","182.7","174.1","40760","92.800003","48.500000"
"1024745","occ","","","124855","Mesoblattina mongolica","species","228439","Toarcian","","182.7","174.1","40760","92.800003","48.500000"
"1024746","occ","","","119621","Samaroblattula oshinensis","species","228440","Bathonian","","168.3","166.1","40760","92.800003","48.500000"
"1024747","occ","","","119621","Samaroblatta incompleta","species","228441","Bathonian","","168.3","166.1","40760","92.800003","48.500000"
"1024748","occ","","","125228","Mesoblattinidae","family","56640","Toarcian","","182.7","174.1","40760","100.309998","54.169998"
"1024749","occ","","","118010","Blattula sibirica","species","228442","Bajocian","Bathonian","170.3","166.1","40760","93.169998","56.165001"
"1024750","occ","","","118010","Eublattula curvinervis","species","228443","Bajocian","Bathonian","170.3","166.1","40760","93.169998","56.165001"
"1024925","occ","","","122557","Cratovitisma oldreadi","species","227710","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024926","occ","","","122921","Cratovitisma oldreadi","species","227710","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024927","occ","","","122919","Cratovitisma oldreadi","species","227710","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024928","occ","","","122557","Ponopterix axelrodi","species","255497","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024929","occ","","","122557","Ponopterix axelrodi","species","255497","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024930","occ","","","122557","Elisama brevis","species","204143","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024931","occ","","","122557","Piniblattella limai","species","216501","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024932","occ","32956","","122557","Piniblattella magna","species","348208","Late Aptian","","122.46","112.03","61074","-39.700001","-7.125000"
"1024933","occ","32957","","122557","Perlucipecta santanensis","species","348209","Late Aptian","","122.46","112.03","61074","-39.700001","-7.125000"
"1024934","occ","","","122557","Cratomastotermes wolfschwenningeri","species","228536","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024935","occ","","","122557","Meiatermes araripena","species","178676","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024937","occ","","","122557","Meiatermes araripena","species","178676","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024938","occ","","","122557","Mariconitermes talicei","species","228542","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024939","occ","","","122557","Cratokalotermes santanensis","species","228549","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024940","occ","","","122557","Cretarhinotermes novaolindense","species","228551","Late Aptian","","122.46","112.03","40729","-39.700001","-7.125000"
"1024941","occ","","","125511","Meiatermes araripena","species","178676","Late Aptian","","122.46","112.03","5835","-39.700001","-7.125000"
"1024942","occ","","","125511","Meiatermes araripena","species","178676","Late Aptian","","122.46","112.03","5835","-39.700001","-7.125000"
"1024943","occ","","","125511","Mariconitermes talicei","species","228542","Late Aptian","","122.46","112.03","5835","-39.700001","-7.125000"
"1025281","occ","","","103635","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1025288","occ","","","123932","Sooblatta lanceolata","species","224748","Westphalian D","","311.45","306.95","50886","12.745000","50.740002"
"1025294","occ","","","103635","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","49236","2.750000","46.290001"
"1025299","occ","","","103635","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","49236","2.750000","46.290001"
"1025302","occ","","","125548","Plagioblatta campbelli","species","224796","Westphalian","","318.1","306.95","37094","-78.809998","40.650002"
"1025304","occ","30031","","103635","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1025308","occ","","","21981","Archoblattina scudderi","species","224801","Westphalian D","","311.45","306.95","37094","-88.385002","41.340000"
"1025615","occ","","","121979","Eumorphoblatta boulei","species","224822","Gzhelian","","303.7","298.9","48303","2.750000","46.290001"
"1025616","occ","","","125661","Apotypoma longa","species","226563","Stephanian C","Asselian","303.4","295.5","35209","13.200000","49.716000"
"1025617","occ","","","125661","Apotypoma platyptera","species","226565","Stephanian C","Asselian","303.4","295.5","35209","13.200000","49.716000"
"1025618","occ","","","125662","Apotypoma arndti","species","226564","Westphalian D","","311.45","306.95","50906","13.395000","49.814999"
"1025621","occ","","","125663","Sterzelia steinmanni","species","226577","Gzhelian","","303.7","298.9","49441","8.159000","48.473000"
"1025622","occ","","","125664","Platyblatta steinbachensis","species","226580","Westphalian D","","311.45","306.95","50788","6.952778","49.275833"
"1025623","occ","","","128574","Prantlites bohemicus","species","226582","Westphalian D","","311.45","306.95","50655","13.207222","49.713055"
"1025624","occ","","","128574","Gongyloblatta fritschi","species","226587","Westphalian D","","311.45","306.95","35209","13.207222","49.713055"
"1025625","occ","","","128574","Flabellites latus","species","226589","Westphalian D","","311.45","306.95","49719","13.207222","49.713055"
"1025626","occ","","","123825","Platyblatta propria","species","226584","Westphalian C","Westphalian D","314.6","306.95","50789","7.249000","49.379002"
"1025627","occ","","","103635","Syncoptoblatta thoracica","species","226591","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1025628","occ","","","103635","Miaroblatta elata","species","226614","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1025629","occ","","","122579","Anthracoblattina spectabilis","species","201148","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1025630","occ","","","125665","Asemoblatta pennsylvanica","species","226620","Westphalian","","318.1","306.95","37094","-75.738335","41.369720"
"1025636","occ","","","103635","Asemoblatta brongniartiana","species","226623","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1025637","occ","","","122579","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1025738","occ","","","106345","Poroblattina","genus","179338","Asselian","","298.9","295.5","40806","-105.983330","39.216667"
"1025739","occ","","","106345","Poroblattina","genus","179338","Asselian","","298.9","295.5","40806","-105.983330","39.216667"
"1025740","occ","","","106345","Poroblattina","genus","179338","Asselian","","298.9","295.5","40806","-105.983330","39.216667"
"1025741","occ","","","106345","Epheboblatta attenuata","species","229045","Asselian","","298.9","295.5","40806","-105.983330","39.216667"
"1025742","occ","","","106345","Nearoblatta rotundata","species","229044","Asselian","","298.9","295.5","40806","-105.983330","39.216667"
"1025743","occ","","","106345","Poroblattina parvula","species","201139","Asselian","","298.9","295.5","40806","-105.983330","39.216667"
"1025744","occ","","","106345","Neorthroblattina albolineata","species","229042","Asselian","","298.9","295.5","40806","-105.983330","39.216667"
"1025749","occ","","","125696","Sooblatta deanensis","species","170229","Moscovian","","315.2","307","40799","-2.510000","51.827999"
"1025750","occ","","","21981","Mylacris anthracophila","species","200963","Westphalian D","","311.45","306.95","40799","-88.385002","41.340000"
"1025751","occ","","","122521","Orthomylacris gurleyi","species","211769","Westphalian D","","311.45","306.95","40799","-88.385002","41.340000"
"1025752","occ","","","21981","Mylacris ampla","species","228948","Westphalian D","","311.45","306.95","40799","-88.385002","41.340000"
"1025753","occ","","","117474","Mylacris anthracophila","species","200963","Westphalian","","318.1","306.95","50024","-80.474998","40.798000"
"1025754","occ","29604","","125240","Mylacridae carbonina","species","230044","Stephanian C","","303.4","301.2","35209","-75.878998","41.243000"
"1025755","occ","","","117474","Mylacris ovalis","species","228956","Westphalian","","318.1","306.95","50024","-80.474998","40.798000"
"1025756","occ","","","123813","Amblymylacris harei","species","228957","Stephanian","","306.95","298.9","40799","-94.510002","39.040001"
"1025757","occ","","","21981","Oxynoblatta triangularis","species","226765","Westphalian D","","311.45","306.95","40799","-88.385002","41.340000"
"1025758","occ","","","21981","Metachorus testudo","species","211833","Westphalian D","","311.45","306.95","40799","-88.385002","41.340000"
"1025759","occ","","","125697","Hemimylacris clintoniana","species","227016","Westphalian D","","311.45","306.95","40799","-93.769997","38.360001"
"1025760","occ","","","125698","Orthomylacris pluteus","species","227040","Westphalian","","318.1","306.95","40799","-75.790001","41.360001"
"1025762","occ","","","122521","Mylacridae","family","179328","Westphalian D","","311.45","306.95","40799","-88.385002","41.340000"
"1025763","occ","","","124242","Amblymylacris clintoniana","species","228963","Westphalian D","","311.45","306.95","40799","-93.739998","38.320000"
"1025765","occ","","","123812","Ametroblatta strigosa","species","226976","Stephanian","","306.95","298.9","49720","-80.689003","40.414001"
"1025766","occ","","","122604","Phyloblatta lata","species","228964","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025773","occ","","","123812","Phyloblatta jeffersoniana","species","228974","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025774","occ","","","122604","Sysciophlebia patiens","species","228970","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025776","occ","","","122604","Arrhythmoblatta detecta","species","228972","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025777","occ","","","122604","Blattoidea","superfamily","191945","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025778","occ","","","122604","Phyloblatta residua","species","228975","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025779","occ","","","122604","Phyloblatta funeraria","species","228976","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025780","occ","","","122604","Pareinoblatta expuncta","species","228977","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025781","occ","29559","","122604","Spiloblattinidae","family","176682","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025882","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025883","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025884","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","49720","-80.689003","40.414001"
"1025885","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025886","occ","","","123812","Sysciophlebia benedicta","species","192117","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025887","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025888","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025889","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","49720","-80.689003","40.414001"
"1025890","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","49720","-80.689003","40.414001"
"1025891","occ","","","106345","Distatoblatta persistens","species","228979","Asselian","","298.9","295.5","50026","-105.983330","39.216667"
"1025892","occ","","","106345","Etoblattina","genus","170228","Asselian","","298.9","295.5","50026","-105.983330","39.216667"
"1025893","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025894","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","49720","-80.689003","40.414001"
"1025895","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025896","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","49720","-80.689003","40.414001"
"1025897","occ","","","122604","Acosmoblatta eakiniana","species","228980","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025898","occ","","","122604","Phyloblatta accubita","species","228981","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025899","occ","","","122604","Phyloblatta expulsata","species","228982","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025900","occ","","","122604","Phyloblatta gratiosa","species","228983","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025901","occ","","","122604","Phyloblatta macerata","species","228984","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025902","occ","","","122604","Phyloblatta immolata","species","228985","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025903","occ","","","122604","Phyloblatta mactata","species","228986","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025904","occ","","","122604","Phyloblatta communis","species","228987","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025905","occ","","","122604","Phyloblatta exsecuta","species","228988","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025906","occ","","","122604","Scudderula arcta","species","228989","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025907","occ","","","122604","Phyloblatta praedulcis","species","228998","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025908","occ","","","122604","Phyloblatta angusta","species","229000","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025909","occ","","","122604","Phyloblatta macilenta","species","229001","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025910","occ","","","122604","Phyloblatta rogi","species","229002","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025911","occ","","","122604","Phyloblatta expugnata","species","229003","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025912","occ","","","122604","Phyloblatta obatra","species","229004","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025913","occ","","","122604","Phyloblatta imperfecta","species","229005","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025914","occ","","","122604","Phyloblatta secreta","species","229006","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025915","occ","","","21981","Phyloblatta hilliana","species","191948","Westphalian D","","311.45","306.95","40799","-88.385002","41.340000"
"1025916","occ","","","114462","Phyloblatta latebricola","species","229009","Westphalian C","Westphalian D","314.6","306.95","40799","-71.370003","41.799999"
"1025917","occ","","","122604","Sysciophlebia invisa","species","229007","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025918","occ","","","122604","Sysciophlebia balteata","species","201283","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025919","occ","","","122604","Dicladoblatta defossa","species","229010","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025920","occ","","","122604","Sysciophlebia recidiva","species","229011","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025921","occ","","","122604","Etoblattina","genus","170228","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025922","occ","","","123812","Sysciophlebia variegata","species","226923","Stephanian","","306.95","298.9","49720","-80.689003","40.414001"
"1025923","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025924","occ","","","123812","Blattoidea","superfamily","191945","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025925","occ","","","123812","Poroblattina rotundata","species","222505","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025926","occ","","","122604","Archimylacridae","family","191946","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025927","occ","","","122604","Blattoidea","superfamily","191945","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025928","occ","","","122604","Sysciophlebia balteata","species","201283","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025929","occ","","","122604","Sysciophlebia balteata","species","201283","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025930","occ","","","122604","Phyloblatta abdicata","species","229017","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025931","occ","","","122604","Phyloblatta concinna","species","229018","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025932","occ","","","122604","Phyloblatta uniformis","species","229019","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025934","occ","","","122604","Acosmoblatta permacra","species","229021","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025935","occ","","","122604","Archimylacridae","family","191946","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025936","occ","","","122604","Phyloblatta deducta","species","229023","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025937","occ","","","122604","Liparoblatta radiata","species","229024","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025940","occ","","","122604","Liparoblatta ovata","species","229027","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025941","occ","","","125697","Oxynoblatta americana","species","226769","Westphalian D","","311.45","306.95","40799","-93.769997","38.360001"
"1025944","occ","","","122604","Poroblattina gratiosa","species","229035","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025947","occ","","","122604","Poroblattina parvula","species","201139","Asselian","","298.9","295.5","40799","-80.063004","39.665001"
"1025948","occ","","","123812","Spiloblattina variegata","species","236040","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025949","occ","","","123812","Poroblattina","genus","179338","Stephanian","","306.95","298.9","40799","-80.689003","40.414001"
"1025998","occ","","","103635","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1025999","occ","","","103635","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1026000","occ","","","103635","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1026001","occ","","","103635","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1026002","occ","","","103635","Phyloblatta reniformis","species","226633","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1026003","occ","","","125735","Phyloblatta alutacea","species","226632","Gzhelian","","303.7","298.9","35209","2.750000","46.290001"
"1026004","occ","","","153702","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026006","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026007","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026008","occ","","","122578","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026009","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026010","occ","","","122578","Phyloblatta munda","species","226643","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026011","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026012","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026013","occ","","","122578","Compsoblatta nobilis","species","226835","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026014","occ","","","122578","Compsoblatta plana","species","226655","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026015","occ","","","122578","Compsoblatta anthracophila","species","201075","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026016","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026017","occ","","","122578","Phyloblatta difficilis","species","226658","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026018","occ","","","125699","Compsoblatta plana","species","226655","Westphalian","","318.1","306.95","35209","11.962000","51.504002"
"1026019","occ","","","153702","Archimylacridae","family","191946","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026020","occ","","","122579","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026021","occ","","","122579","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026022","occ","","","122579","Phyloblatta irregularis","species","226648","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026023","occ","","","122579","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026024","occ","","","122579","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026025","occ","","","122579","Compsoblatta anaglyptica","species","201117","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026026","occ","","","122579","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026027","occ","","","122579","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026028","occ","","","122579","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026029","occ","","","122579","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209","11.901000","51.637001"
"1026030","occ","","","122578","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026031","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026033","occ","","","122578","Phyloblatta wettinensis","species","226668","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026034","occ","","","122578","Compsoblatta anthracophila","species","201075","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026035","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026036","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026037","occ","","","122578","Compsoblatta anthracophila","species","201075","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026038","occ","","","122578","Phyloblatta angustata","species","226675","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026039","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026040","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026041","occ","","","122578","Phyloblatta solida","species","226679","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026042","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026043","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026044","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026045","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
"1026046","occ","29587","","122578","Compsoblattidae","family","236369","Stephanian C","","303.4","301.2","49952","11.800000","51.583000"
"1026047","occ","","","122578","Phyloblatta fritschiana","species","226689","Stephanian C","","303.4","301.2","35209","11.800000","51.583000"
