"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=coords,acconly"
"Access Time","Mon 2017-03-13 20:35:32 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","coords,acconly"
"Elapsed Time","0.168"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"1202862","occ","","","155668","Archimylacris acadica","species","201144","Westphalian C","Westphalian D","314.6","306.95","43184","-62.595001","45.564999"
"1202863","occ","","","155669","Archimylacris","genus","179345","Westphalian C","Westphalian D","314.6","306.95","43184","-62.595001","45.564999"
"1202864","occ","","","155670","Mylacris morienensis","species","292482","Westphalian C","Westphalian D","314.6","306.95","43184","-59.875000","46.105000"
"1202865","occ","","","155671","Archimylacris","genus","179345","Westphalian C","Westphalian D","314.6","306.95","43184","-62.595001","45.564999"
"1202866","occ","","","155672","Archimylacris","genus","179345","Westphalian C","Westphalian D","314.6","306.95","43184","-62.605000","45.540001"
"1202867","occ","","","155673","Archimylacris","genus","179345","Westphalian C","Westphalian D","314.6","306.95","43184","-62.605000","45.540001"
"1202868","occ","","","155673","Hemimylacris","genus","227015","Westphalian C","Westphalian D","314.6","306.95","43184","-62.605000","45.540001"
"1202869","occ","","","155674","Phyloblatta","genus","175496","Westphalian C","Westphalian D","314.6","306.95","43184","-62.605000","45.540001"
"1202870","occ","","","155675","Phyloblatta","genus","175496","Westphalian C","Westphalian D","314.6","306.95","43184","-62.605000","45.540001"
"1202871","occ","","","155666","Phyloblatta","genus","175496","Westphalian C","Westphalian D","314.6","306.95","43184","-60.230000","46.250000"
"1202872","occ","","","155676","Phyloblatta","genus","175496","Westphalian C","Westphalian D","314.6","306.95","43184","-62.549999","45.564999"
"1202873","occ","","","155677","Sardyoblattina kimurai","species","292484","Carnian","","237","228","50858","131.169998","34.185001"
"1202874","occ","","","155677","Triassoblatta bella","species","292486","Carnian","","237","228","50858","131.169998","34.185001"
"1202875","occ","","","155677","Triassoblatta tenuicubiti","species","292487","Carnian","","237","228","50858","131.169998","34.185001"
"1202876","occ","","","155677","Triassoblatta rotundipenna","species","292488","Carnian","","237","228","50858","131.169998","34.185001"
"1202877","occ","","","155677","Triassoblatta","genus","191010","Carnian","","237","228","50858","131.169998","34.185001"
"1202878","occ","","","155677","Triassoblatta","genus","191010","Carnian","","237","228","50858","131.169998","34.185001"
"1202879","occ","","","155677","Samaroblatta fronda","species","292490","Carnian","","237","228","50858","131.169998","34.185001"
"1202880","occ","","","155677","Blattodea","order","170227","Carnian","","237","228","50858","131.169998","34.185001"
"1202884","occ","","","155678","Triassoblatta okafujii","species","292485","Carnian","","237","228","50858","131.169998","34.185001"
"1202885","occ","","","155678","Triassoblatta okafujii","species","292485","Carnian","","237","228","50858","131.169998","34.185001"
"1202886","occ","","","155678","Triassoblatta","genus","191010","Carnian","","237","228","50858","131.169998","34.185001"
"1202887","occ","","","155678","Pedinoblatta ishidae","species","292489","Carnian","","237","228","50858","131.169998","34.185001"
"1202892","occ","","","155680","Triassoblatta","genus","191010","Norian","Rhaetian","228","201.3","50858","104.470001","37.557999"
"1202962","occ","","","155693","Eolampra longicauda","species","292539","Lutetian","","47.8","41.3","50866","11.953611","51.321945"
"1202987","occ","","","155693","Blattodea","order","170227","Lutetian","","47.8","41.3","50866","11.953611","51.321945"
"1202988","occ","","","155693","Pycnoscelus","genus","235508","Lutetian","","47.8","41.3","50866","11.953611","51.321945"
"1202989","occ","","","155693","Epilampra","genus","292920","Lutetian","","47.8","41.3","50866","11.953611","51.321945"
"1202990","occ","","","155693","Termes","genus","195819","Lutetian","","47.8","41.3","50866","11.953611","51.321945"
"1203359","occ","","","155432","Phylomylacris lievina","species","293163","Westphalian D","","311.45","306.95","50747","2.775000","50.419998"
"1203360","occ","","","151692","Phyloblatta didierana","species","293188","Westphalian D","","311.45","306.95","50747","2.800000","50.400002"
"1203361","occ","29924","","155725","Phyloblatta fontanensis","species","284606","Stephanian A","","305.9","304.8","50899","4.095000","43.830002"
"1204523","occ","","","123771","Termopsis bremii","species","200461","Priabonian","","38","33.9","51061","19.940001","54.869999"
"1204524","occ","","","123771","Archotermopsis tornquisti","species","260759","Priabonian","","38","33.9","51061","19.940001","54.869999"
"1204525","occ","","","123771","Electrotermes girardi","species","273233","Priabonian","","38","33.9","51061","19.940001","54.869999"
"1204526","occ","","","123771","Reticulitermes antiquus","species","260601","Priabonian","","38","33.9","51061","19.940001","54.869999"
"1204527","occ","","","123771","Reticulitermes minimus","species","277633","Priabonian","","38","33.9","51061","19.940001","54.869999"
"1204683","occ","","","156005","Sinogramma reticularis","species","294719","Aptian","","125","113","51082","109.995003","41.000000"
"1205326","occ","","","140933","Phyloblatta (Phyloblatta) rigida","species","294911","Sakmarian","","295.5","290.1","51133","110.989998","35.985001"
"1205327","occ","","","140933","Phyloblatta (Phyloblatta) extensa","species","294914","Sakmarian","","295.5","290.1","51133","110.989998","35.985001"
"1205328","occ","","","140933","Phyloblatta (Carbonoblatta) scabrata","species","294915","Sakmarian","","295.5","290.1","51133","110.989998","35.985001"
"1205329","occ","","","140933","Sibiroblatta lenticulata","species","294916","Sakmarian","","295.5","290.1","51133","110.989998","35.985001"
"1205330","occ","","","140933","Tomacblatta bifurcullata","species","294920","Sakmarian","","295.5","290.1","51133","110.989998","35.985001"
"1205331","occ","","","140933","Liroblatta internata","species","294925","Sakmarian","","295.5","290.1","51133","110.989998","35.985001"
"1205332","occ","","","140455","Phyloblatta (Phyloblatta) lobata","species","294912","Sakmarian","","295.5","290.1","51133","110.989998","35.990002"
"1205333","occ","","","140455","Phyloblatta (Phyloblatta) variata","species","294913","Sakmarian","","295.5","290.1","51133","110.989998","35.990002"
"1205334","occ","","","140455","Tomacblatta reticulata","species","294919","Sakmarian","","295.5","290.1","51133","110.989998","35.990002"
"1205335","occ","","","140455","Sardyoblatta lata","species","294921","Sakmarian","","295.5","290.1","51133","110.989998","35.990002"
"1205336","occ","","","140455","Sardyoblatta xiashanensis","species","294922","Sakmarian","","295.5","290.1","51133","110.989998","35.990002"
"1205337","occ","","","140455","Xenoblatta longa","species","294923","Sakmarian","","295.5","290.1","51133","110.989998","35.990002"
"1205350","occ","","","156162","Tamacblatta baschkirica","species","294929","Roadian","","272.3","268.8","51134","54.660000","53.799999"
"1205352","occ","","","156164","Ulmeriella martynovi","species","208674","Turolian","","8.7","5.333","51136","4.682000","44.678001"
"1205353","occ","","","156164","Francotermes bauzilensis","species","277675","Turolian","","8.7","5.333","51136","4.682000","44.678001"
"1205354","occ","","","156164","Kalotermitidae","family","71740","Turolian","","8.7","5.333","51136","4.682000","44.678001"
"1205355","occ","30019","","156164","Reticulitermes","genus","176903","Turolian","","8.7","5.333","51528","4.682000","44.678001"
"1205356","occ","","","156164","Macrotermes scheuthlei","species","277644","Turolian","","8.7","5.333","51136","4.682000","44.678001"
"1205385","occ","","","156168","Aiuruocatermes piovezanae","species","277671","Rupelian","","33.9","28.1","51146","-44.605000","-21.975000"
"1205860","occ","","","156321","Triassoblatta opistodictyna","species","295258","Rhaetian","","208.5","201.3","51204","112.927002","23.254999"
"1205861","occ","","","156321","Triassoblatta tegmina","species","295259","Rhaetian","","208.5","201.3","51204","112.927002","23.254999"
"1205886","occ","","","156323","Samaroblatta nitida","species","291265","Sinemurian","","199.3","190.8","51213","117.470001","28.635000"
"1205887","occ","","","156323","Samaroblatta","genus","191014","Sinemurian","","199.3","190.8","51213","117.470001","28.635000"
"1205896","occ","","","156325","Triassoblatta tudupinensis","species","271141","Norian","","228","208.5","51215","88.500000","42.750000"
"1205897","occ","","","156325","Triassoblatta hyptis","species","295313","Norian","","228","208.5","51215","88.500000","42.750000"
"1205898","occ","","","156325","Taublatta simplina","species","271131","Norian","","228","208.5","51215","88.500000","42.750000"
"1206304","occ","","","109196","Ulmeriella willershausensis","species","208676","Piacenzian","","3.6","2.588","51257","10.109000","51.779999"
"1206585","occ","","","128485","Opsiomylacris procerus","species","295642","Sakmarian","","295.5","290.1","51277","10.753000","50.639000"
"1206590","occ","","","128485","Anthracoblattina","genus","179346","Sakmarian","","295.5","290.1","51277","10.753000","50.639000"
"1206598","occ","","","106313","Laiyangia delicatula","species","295654","Aptian","","125","113","51280","120.669998","36.775002"
"1206768","occ","","","156530","Kashmiroblatta marahomensis","species","295726","Artinskian","","290.1","279.3","51296","75.089996","33.875000"
"1206860","occ","","","156554","Sinoblatta laiyangensis","species","237740","Aptian","","125","113","51314","120.785004","37.035000"
"1206868","occ","","","156555","Sinoblatta laiyangensis","species","237740","Aptian","","125","113","51314","120.855003","37.014999"
"1206904","occ","","","156564","Spiloblattina odernheimensis","species","236127","Asselian","","298.9","295.5","41755","7.365000","49.549999"
"1206905","occ","","","156565","Spiloblattina odernheimensis","species","236127","Asselian","","298.9","295.5","41755","6.995000","49.604000"
"1206906","occ","","","156566","Spiloblattina odernheimensis","species","236127","Sakmarian","","295.5","290.1","41755","7.325000","49.540001"
"1206907","occ","","","156567","Sysciophlebia grata","species","236128","Stephanian B","","304.8","303.4","41755","14.285000","50.305000"
"1206908","occ","","","156568","Sysciophlebia rubida","species","236129","Stephanian C","","303.4","301.2","41755","15.375000","50.500000"
"1206909","occ","","","156568","Spiloblattina lawrenceana","species","236042","Stephanian C","","303.4","301.2","41755","15.375000","50.500000"
"1206910","occ","","","156569","Sysciophlebia alligans","species","236137","Sakmarian","","295.5","290.1","41755","16.670000","49.529999"
"1206911","occ","","","133681","Sysciophlebia alligans","species","236137","Asselian","","298.9","295.5","41755","16.599001","49.507999"
"1206912","occ","","","133680","Sysciophlebia alligans","species","236137","Asselian","","298.9","295.5","41755","16.590000","49.520000"
"1206913","occ","","","156570","Sysciophlebia","genus","212495","Asselian","","298.9","295.5","41755","7.210000","49.514999"
"1206914","occ","","","156571","Sysciophlebia","genus","212495","Asselian","","298.9","295.5","41755","7.370000","49.560001"
"1206915","occ","","","114141","Spiloblattina weissigensis","species","201077","Asselian","","298.9","295.5","41755","14.673000","49.986000"
"1207066","occ","","","156596","Mesoblattina sinica","species","237742","Callovian","Oxfordian","166.1","157.3","41900","120.800003","41.750000"
"1207093","occ","","","156607","Ottweileria schmidti","species","276054","Stephanian","","306.95","298.9","47901","7.114167","49.353611"
"1207096","occ","","","156607","Blattodea","order","170227","Stephanian","","306.95","298.9","47901","7.114167","49.353611"
"1207128","occ","","","156626","Triassoblatta denmeadi","species","296062","Carnian","","237","228","51352","152.779999","-27.549999"
"1207129","occ","","","156626","Triassoblatta jonesi","species","210089","Carnian","","237","228","51352","152.779999","-27.549999"
"1207538","occ","","","156697","Phyloblatta grosjeani","species","291017","Stephanian A","","305.9","304.8","51370","4.155000","44.259998"
"1207539","occ","","","156698","Phyloblatta undata","species","236666","Stephanian B","","304.8","303.4","51370","4.410000","45.450001"
"1207554","occ","","","156701","Phyloblatta bertrandi","species","236668","Stephanian C","","303.4","301.2","51370","4.013000","44.242001"
"1207581","occ","","","156702","Bertrandiblatta inexpectata","species","296122","Stephanian A","","305.9","304.8","51370","4.050000","44.240002"
"1207606","occ","","","156703","Archoblattina marcellini","species","236658","Stephanian A","","305.9","304.8","51370","4.155000","44.259998"
"1207609","occ","","","156704","Archoblattina maxima","species","236656","Stephanian A","","305.9","304.8","51370","4.095000","43.830002"
"1207610","occ","","","155725","Platyblattina ampla","species","296123","Stephanian A","","305.9","304.8","51370","4.095000","43.830002"
"1207611","occ","","","156705","Archoblattina maxima","species","236656","Stephanian A","","305.9","304.8","51370","4.025000","44.215000"
"1207612","occ","","","156705","Livetiblatta incerta","species","296125","Stephanian A","","305.9","304.8","51370","4.025000","44.215000"
"1207614","occ","","","156705","Sooblatta stephanensis","species","236634","Stephanian A","","305.9","304.8","51370","4.025000","44.215000"
"1207620","occ","","","156707","Orthomylacris mathieui","species","296126","Stephanian A","","305.9","304.8","51370","4.080000","44.169998"
"1207659","occ","","","156710","Orthomylacris","genus","191952","Stephanian B","","304.8","303.4","51370","5.400000","46.000000"
"1207679","occ","","","156711","Rhipidoblattina chichengensis","species","296150","Callovian","Oxfordian","166.1","157.3","51374","115.940002","40.825001"
"1207680","occ","","","156711","Sogdoblatta","genus","193322","Callovian","Oxfordian","166.1","157.3","51374","115.940002","40.825001"
"1207681","occ","","","156711","Mesoblattina","genus","201874","Callovian","Oxfordian","166.1","157.3","51374","115.940002","40.825001"
"1207965","occ","","","123019","Mesoblattininae","subfamily","195984","Early Cenomanian","","99.6","93.5","51390","0.260000","47.823002"
"1207966","occ","","","123019","Isoptera","infraorder","71739","Early Cenomanian","","99.6","93.5","51390","0.260000","47.823002"
"1207967","occ","30292","","123019","Mastotermes sarthensis","species","277561","Early Cenomanian","","99.6","93.5","52231","0.260000","47.823002"
"1208059","occ","","","113698","Mastotermes minor","species","277558","Sarmatian","","12.7","11.608","51392","15.918000","46.164902"
"1208060","occ","","","113698","Mastotermes haidingeri","species","200453","Sarmatian","","12.7","11.608","51392","15.918000","46.164902"
"1208105","occ","","","156755","Termopsis transsylvanica","species","277571","Sarmatian","","12.7","11.608","51392","23.011999","45.825001"
"1208106","occ","","","156755","Termopsis mallaszi","species","277570","Sarmatian","","12.7","11.608","51392","23.011999","45.825001"
"1208134","occ","","","113693","Macrotermes pristinus","species","200484","Sarmatian","","12.7","11.608","51392","15.918000","46.164902"
"1208135","occ","","","156758","Macrotermes pristinus","species","200484","Sarmatian","","12.7","11.608","51392","15.918000","46.164902"
"1209699","occ","","","124916","Elaphroblatta intermedia","species","296375","Gzhelian","","303.7","298.9","51429","2.750000","46.290001"
"1209700","occ","","","124916","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51429","2.750000","46.290001"
"1209701","occ","","","124916","Compsoblatta ovata","species","236900","Gzhelian","","303.7","298.9","51429","2.750000","46.290001"
"1209702","occ","30033","","124916","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1209703","occ","","","124916","Sysciophlebia praepilata","species","236133","Gzhelian","","303.7","298.9","51429","2.750000","46.290001"
"1209999","occ","","","157029","Miroblatta costalis","species","296442","Westphalian A","Westphalian B","318.1","314.6","51469","3.860000","50.424000"
"1210018","occ","","","122501","Ulmeriella aquisextana","species","277679","Chattian","","28.1","23.03","51478","5.454000","43.523998"
"1210019","occ","","","122501","Mastotermes gallica","species","277554","Chattian","","28.1","23.03","51478","5.454000","43.523998"
"1210020","occ","","","122501","Blattotermes massiliensis","species","277550","Chattian","","28.1","23.03","51478","5.454000","43.523998"
"1210064","occ","","","157047","Miroblatta oberstebrinki","species","296443","Westphalian A","","318.1","314.6","50094","7.253000","51.561001"
"1210065","occ","","","155694","Archimylacris westfalica","species","296473","Westphalian B","","314.6","314.6","50094","6.952000","51.671001"
"1210182","occ","","","157088","Dazhublattella lini","species","296533","Rhaetian","","208.5","201.3","51502","107.131943","30.760000"
"1210727","occ","","","122501","Mastotermes","genus","200454","Chattian","","28.1","23.03","51528","5.454000","43.523998"
"1210728","occ","","","113989","Mastotermes picardi","species","277560","Late Oligocene","","28.4","23.03","51528","5.500000","43.316666"
"1210729","occ","","","113989","Mastotermes","genus","200454","Late Oligocene","","28.4","23.03","51528","5.500000","43.316666"
"1210730","occ","","","113751","Kalotermes","genus","71741","Messinian","","7.246","5.333","8345","10.442778","43.482498"
"1210768","occ","","","122194","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528","4.545000","44.715000"
"1210769","occ","","","122194","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528","4.545000","44.715000"
"1210770","occ","","","122195","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528","2.884000","45.119999"
"1210771","occ","","","122195","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528","2.884000","45.119999"
"1210772","occ","","","122195","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528","2.884000","45.119999"
"1210773","occ","","","113893","Kalotermitidae","family","71740","Turolian","","8.7","5.333","51528","4.682000","44.678001"
"1210774","occ","","","113893","Kalotermitidae","family","71740","Turolian","","8.7","5.333","51528","4.682000","44.678001"
"1210775","occ","","","157195","Kalotermitidae","family","71740","Messinian","","7.246","5.333","51528","8.845000","44.853001"
"1210776","occ","","","114016","Kalotermitidae","family","71740","Rupelian","","33.9","28.1","51528","5.816000","43.900002"
"1210777","occ","31714","","144529","Huguenotermes septimaniensis","species","327307","Priabonian","","38","33.9","56205","4.180000","44.090000"
"1210778","occ","","","122501","Paleotermopsis oligocenicus","species","277678","Chattian","","28.1","23.03","51528","5.454000","43.523998"
"1210779","occ","","","122195","Ulmeriella","genus","205054","Messinian","","7.246","5.333","51528","2.884000","45.119999"
"1210780","occ","","","113998","Ulmeriella","genus","205054","Messinian","","7.246","5.333","51528","8.083000","44.716000"
"1210781","occ","","","122194","Ulmeriella","genus","205054","Messinian","","7.246","5.333","51528","4.545000","44.715000"
"1210783","occ","","","114010","Ulmeriella","genus","205054","Vallesian","","11.608","8.7","51528","1.780000","42.360001"
"1210784","occ","","","113893","Francotermes bauzilensis","species","277675","Turolian","","8.7","5.333","51528","4.682000","44.678001"
"1210785","occ","","","156994","Euisoptera","unranked clade","220272","Badenian","","13.65","12.7","51528","15.283000","47.485001"
"1210786","occ","","","113893","Reticulitermes","genus","176903","Turolian","","8.7","5.333","51528","4.682000","44.678001"
"1210787","occ","","","113998","Rhinotermes miocenicus","species","277638","Messinian","","7.246","5.333","51528","8.083000","44.716000"
"1210788","occ","","","113893","Termitidae","family","179827","Turolian","","8.7","5.333","51528","4.682000","44.678001"
"1210789","occ","","","123307","Termitidae","family","179827","Aquitanian","","23.03","20.44","51528","32.599998","40.700001"
"1210790","occ","","","157197","Termitidae","family","179827","Gelasian","","2.588","1.806","51528","2.655000","45.208000"
"1210812","occ","","","122620","Archimylacridae","family","191946","Stephanian","","306.95","298.9","51531","7.100000","49.299999"
"1210851","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210852","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210853","occ","","","121979","Opsiomylacris thevenini","species","236643","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210868","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210869","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210870","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210871","occ","","","121979","Amorphoblatta brongniarti","species","224742","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210872","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210873","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210874","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210875","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210876","occ","","","121979","Compsoblatta ovata","species","236900","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210877","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210878","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210880","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210881","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210882","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210883","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210884","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210885","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210887","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210888","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210889","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210890","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210891","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210892","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210893","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210894","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210895","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210896","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210897","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210898","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210933","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210934","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210935","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210936","occ","","","121979","Compsoblatta ovata","species","236900","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210937","occ","","","121979","Compsoblatta couloni","species","236901","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210938","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210939","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210940","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210941","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210942","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210943","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210944","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210945","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210946","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210947","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210948","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210949","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210950","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210951","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210952","occ","","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210953","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210954","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210955","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210956","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210957","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210958","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210959","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210960","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210961","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210962","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210963","occ","","","121979","Etoblattina ovata","species","295911","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210983","occ","","","121979","Compsoblatta couloni","species","236901","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210984","occ","","","121979","Sysciophlebia praepilata","species","236133","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210985","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210986","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210987","occ","","","121979","Kunguroblattina schmitzi","species","236681","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210988","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210989","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210990","occ","","","121979","Xenoblatta parvitatis","species","236695","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210991","occ","","","121979","Xenoblatta parvitatis","species","236695","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210992","occ","","","121979","Anthracoblattina striata","species","236676","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210993","occ","","","121979","Xenoblatta parvitatis","species","236695","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210994","occ","","","121979","Etoblattina pygmaea","species","295907","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210995","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210996","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210997","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
