"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=acconly"
"Access Time","Wed 2017-03-08 23:30:50 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","0.177"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1232079","occ","","","162200","Sogdoblatta heiheensis","species","306139","Callovian","Oxfordian","166.1","157.3","52828"
"1232144","occ","","","162201","Asemoblatta ovata","species","306151","Westphalian D","","311.45","306.95","52832"
"1232145","occ","","","162202","Soomylacris obesa","species","306152","Westphalian D","","311.45","306.95","52832"
"1232146","occ","","","162203","Soomylacris obesa","species","306152","Westphalian D","","311.45","306.95","52832"
"1232147","occ","","","162203","Orthomylacris hastata","species","306153","Westphalian D","","311.45","306.95","52832"
"1232148","occ","","","162202","Orthomylacris delicatula","species","306154","Westphalian D","","311.45","306.95","52832"
"1232149","occ","","","162200","Rhipidoblattina (Canaliblatta) yanqingensis","species","306157","Callovian","Oxfordian","166.1","157.3","52833"
"1232150","occ","","","162200","Euryblattula huapenensis","species","306158","Callovian","Oxfordian","166.1","157.3","52833"
"1232151","occ","","","162200","Samaroblattula houchengensis","species","306160","Callovian","Oxfordian","166.1","157.3","52833"
"1232152","occ","","","162200","Samaroblattula lata","species","306159","Callovian","Oxfordian","166.1","157.3","52833"
"1245180","occ","","","120798","Blattidae","family","71738","MP 11","","48.6","40.4","53574"
"1245181","occ","","","120798","Isoptera","infraorder","71739","MP 11","","48.6","40.4","53574"
"1246417","occ","","","164382","Anthracoblattina meganalis","species","310427","Gzhelian","","303.7","298.9","53653"
"1246438","occ","","","164386","Termitotron vendeense","species","310440","Turonian","","93.9","89.8","53663"
"1246825","occ","","","102504","Uraloblatta minor","species","310058","Irenian","","279.5","272.5","53674"
"1246826","occ","","","102504","Uraloblatta minor","species","310058","Irenian","","279.5","272.5","53674"
"1246827","occ","","","102504","Blattodea","order","170227","Irenian","","279.5","272.5","53674"
"1246828","occ","","","102504","Spiloblattinidae","family","176682","Irenian","","279.5","272.5","53674"
"1247148","occ","","","34899","Ponopterix axelrodi","species","255497","Late Aptian","","122.46","112.03","53731"
"1247149","occ","","","34899","Piniblattella limai","species","216501","Late Aptian","","122.46","112.03","53731"
"1247152","occ","","","34899","Blattodea","order","170227","Late Aptian","","122.46","112.03","53731"
"1247153","occ","","","34899","Cratovitisma oldreadi","species","227710","Late Aptian","","122.46","112.03","53731"
"1247850","occ","","","155819","Archimylacridae","family","191946","Kungurian","","279.3","272.3","53809"
"1247855","occ","","","160746","Patrodoron auspicatum","species","310953","Kungurian","","279.3","272.3","53809"
"1248034","occ","","","164693","Opsiomylacris (Posteriomylacris) proceriformis","species","311029","Sakmarian","","295.5","290.1","53827"
"1248035","occ","","","164694","Opsiomylacris (Posteriomylacris) preciosa","species","311030","Sakmarian","","295.5","290.1","53827"
"1248036","occ","","","164695","Opsiomylacris (Posteriomylacris) elegans","species","311031","Sakmarian","","295.5","290.1","53827"
"1248037","occ","","","164696","Opsiomylacris (Posteriomylacris) postelegans","species","311032","Asselian","Sakmarian","298.9","290.1","53827"
"1248906","occ","","","122352","Elisama brevis","species","204143","Late Aptian","","122.46","112.03","53871"
"1248907","occ","","","105426","Liberiblattina ihringovae","species","311483","Callovian","Oxfordian","166.1","157.3","53871"
"1248952","occ","","","164858","Blattula tuodianensis","species","311521","Oxfordian","Kimmeridgian","163.5","152.1","53878"
"1248953","occ","","","164858","Blattula","genus","175960","Oxfordian","Kimmeridgian","163.5","152.1","53878"
"1248954","occ","","","164858","Rhipidoblattina","genus","193308","Oxfordian","Kimmeridgian","163.5","152.1","53878"
"1249961","occ","","","104748","Shartegoblattina elongata","species","201763","Tithonian","","152.1","145","37859"
"1249962","occ","","","121393","Shartegoblattina elongata","species","201763","Tithonian","","152.1","145","37859"
"1249963","occ","","","125981","Shartegoblattina elongata","species","201763","Tithonian","","152.1","145","37859"
"1249964","occ","","","125978","Shartegoblattina elongata","species","201763","Tithonian","","152.1","145","37859"
"1249965","occ","","","118966","Shartegoblattina elongata","species","201763","Tithonian","","152.1","145","37859"
"1249966","occ","","","164965","Shartegoblattina elongata","species","201763","Tithonian","","152.1","145","37859"
"1249967","occ","","","104748","Elisamoides mantiformis","species","201766","Tithonian","","152.1","145","37859"
"1250143","occ","","","125981","Blattula mongolica","species","201767","Tithonian","","152.1","145","37859"
"1250144","occ","","","121393","Blattula mongolica","species","201767","Tithonian","","152.1","145","37859"
"1250145","occ","","","121394","Blattula mongolica","species","201767","Tithonian","","152.1","145","37859"
"1250146","occ","","","104748","Blattula mongolica","species","201767","Tithonian","","152.1","145","37859"
"1250147","occ","","","104748","Blattula vidlickai","species","201768","Tithonian","","152.1","145","37859"
"1250148","occ","","","121393","Blattula vidlickai","species","201768","Tithonian","","152.1","145","37859"
"1250149","occ","","","121394","Blattula vidlickai","species","201768","Tithonian","","152.1","145","37859"
"1250150","occ","","","165034","Blattula vidlickai","species","201768","Tithonian","","152.1","145","37859"
"1250151","occ","","","152133","Blattula vidlickai","species","201768","Tithonian","","152.1","145","37859"
"1250152","occ","","","125981","Blattula vidlickai","species","201768","Tithonian","","152.1","145","37859"
"1250153","occ","","","118966","Blattula vidlickai","species","201768","Tithonian","","152.1","145","37859"
"1250154","occ","","","104748","Elisama pterostigmata","species","201769","Tithonian","","152.1","145","37859"
"1250155","occ","","","121393","Elisama pterostigmata","species","201769","Tithonian","","152.1","145","37859"
"1250156","occ","","","121394","Elisama pterostigmata","species","201769","Tithonian","","152.1","145","37859"
"1250157","occ","","","152133","Elisama pterostigmata","species","201769","Tithonian","","152.1","145","37859"
"1250158","occ","","","165035","Elisama pterostigmata","species","201769","Tithonian","","152.1","145","37859"
"1250159","occ","","","125981","Elisama pterostigmata","species","201769","Tithonian","","152.1","145","37859"
"1250160","occ","","","125981","Breviblattina minor","species","201823","Tithonian","","152.1","145","37859"
"1250161","occ","","","104748","Breviblattina minor","species","201823","Tithonian","","152.1","145","37859"
"1250162","occ","","","104748","Mongolblatta accurata","species","201825","Tithonian","","152.1","145","37859"
"1250163","occ","","","121393","Mongolblatta accurata","species","201825","Tithonian","","152.1","145","37859"
"1250164","occ","","","121394","Mongolblatta accurata","species","201825","Tithonian","","152.1","145","37859"
"1250165","occ","","","164965","Mongolblatta accurata","species","201825","Tithonian","","152.1","145","37859"
"1253267","occ","","","123778","Triassoblatta phyllopteris","species","313636","Ladinian","","242","237","54159"
"1253268","occ","","","123778","Rhipidoblattina lonchopteris","species","313637","Ladinian","","242","237","54159"
"1257325","occ","","","166862","Rajharablatta laskarii","species","316194","Asselian","","298.9","295.5","54523"
"1260324","occ","","","167472","Hermosablatta pygmaea","species","317262","Carnian","","237","228","54653"
"1263152","occ","","","167765","Sysciophlebia balteata","species","201283","Sakmarian","","295.5","290.1","54806"
"1263153","occ","","","160734","Sysciophlebia balteata","species","201283","Sakmarian","","295.5","290.1","54806"
"1263154","occ","","","167766","Sysciophlebia balteata","species","201283","Sakmarian","","295.5","290.1","54806"
"1263155","occ","","","167767","Sysciophlebia balteata","species","201283","Sakmarian","","295.5","290.1","54806"
"1263156","occ","","","167768","Sysciophlebia balteata","species","201283","Sakmarian","","295.5","290.1","41102"
"1263157","occ","","","167767","Syscioblatta slusiensis","species","317973","Sakmarian","","295.5","290.1","54806"
"1263159","occ","","","125736","Syscioblatta dohrni","species","226967","Stephanian C","","303.4","301.2","54806"
"1263161","occ","","","167769","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1263162","occ","","","167769","Phyloblatta","genus","175496","Stephanian C","","303.4","301.2","35209"
"1264032","occ","","","135666","Latiblattella avita","species","318630","Lutetian","","47.8","41.3","54886"
"1272871","occ","","","123053","Manipulator modificaputis","species","320185","Early Cenomanian","","99.6","93.5","55259"
"1281495","occ","","","170161","Gyatermes naganoensis","species","322063","Messinian","","7.246","5.333","55532"
"1282512","occ","","","122010","Ulmeriella bauckhorni","species","208670","MP 30","","28.4","23.03","55552"
"1291263","occ","","","172340","Compsoblatta anaglyptica","species","201117","Stephanian C","","303.4","301.2","55991"
"1291264","occ","","","172340","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","55991"
"1291265","occ","","","172340","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","55991"
"1291266","occ","31579","","172340","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","41102"
"1291267","occ","","","172340","Phyloblatta difficilis","species","226658","Stephanian C","","303.4","301.2","55991"
"1291268","occ","","","172340","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","55991"
"1291269","occ","","","172340","Sysciophlebia subtilis","species","226948","Stephanian C","","303.4","301.2","55991"
"1291270","occ","","","172339","Phyloblatta roxoi","species","236531","Asselian","","298.9","295.5","55992"
"1291272","occ","","","113360","Entropia initialis","species","326332","Callovian","Oxfordian","166.1","157.3","55993"
"1291838","occ","","","113482","Mesoblattina simplicis","species","326489","Callovian","Oxfordian","166.1","157.3","56021"
"1291842","occ","","","172387","Rhipidoblattina jilinensis","species","326497","Aptian","","125","113","56022"
"1291845","occ","","","172387","Rhipidoblattina shulanensis","species","326496","Aptian","","125","113","56022"
"1291852","occ","","","172391","Rhipidoblattina decoris","species","271137","Aptian","","125","113","56022"
"1293226","occ","","","172760","Sysciophlebia angusta","species","326905","Stephanian B","","304.8","303.4","56110"
"1293227","occ","","","172760","Soomylacris flexuosus","species","326906","Stephanian B","","304.8","303.4","56110"
"1293228","occ","","","172760","Phylomylacris","genus","231433","Stephanian B","","304.8","303.4","56110"
"1293229","occ","","","172760","Archimylacridae","family","191946","Stephanian B","","304.8","303.4","56110"
"1293235","occ","","","172761","Kalotermes","genus","71741","Turolian","","8.7","5.333","56112"
"1297500","occ","","","154837","Rhipidoblattina longa","species","328106","Callovian","Oxfordian","166.1","157.3","56259"
"1297501","occ","","","154837","Rhipidoblattina lanceolata","species","328107","Callovian","Oxfordian","166.1","157.3","56259"
"1297502","occ","","","154834","Rhipidoblattina (Canaliblatta) hebeiensis","species","193313","Callovian","Oxfordian","166.1","157.3","56259"
"1297503","occ","","","154834","Samaroblatta zhouyingziensis","species","328108","Callovian","Oxfordian","166.1","157.3","56259"
"1297504","occ","","","154834","Samaroblatta wangyingziensis","species","328109","Callovian","Oxfordian","166.1","157.3","56259"
"1297505","occ","","","154834","Sogdoblatta luanpingensis","species","328115","Callovian","Oxfordian","166.1","157.3","56259"
"1297506","occ","","","154837","Mesoblattula chengdeensis","species","328110","Callovian","Oxfordian","166.1","157.3","56259"
"1297507","occ","","","154837","Euryblattula lingulata","species","328111","Callovian","Oxfordian","166.1","157.3","56259"
"1297508","occ","","","173061","Phyloblatta oliveirai","species","236530","Asselian","","298.9","295.5","56260"
"1297524","occ","","","173070","Diploptera","genus","328116","Paleocene","","66","56","56262"
"1297669","occ","","","173104","Euryblattula flabelliformis","species","328134","Toarcian","","182.7","174.1","56263"
"1297700","occ","","","173107","Mesoblattina","genus","201874","Callovian","Oxfordian","166.1","157.3","56263"
"1300993","occ","","","173727","Phyloblatta vrsanskyi","species","330120","Kungurian","","279.3","272.3","56634"
"1300994","occ","","","173727","Anthracoblattina","genus","179346","Kungurian","","279.3","272.3","56634"
"1300997","occ","","","138890","Fonsecablatta patricioi","species","330127","Priabonian","","38","33.9","56637"
"1309006","occ","","","21977","Ischnoptera","genus","195120","Early Miocene","","23.03","15.97","57466"
"1309007","occ","","","21977","Coptotermes","genus","220171","Early Miocene","","23.03","15.97","57466"
"1309008","occ","","","21977","Heterotermes","genus","220058","Early Miocene","","23.03","15.97","57466"
"1309009","occ","","","21977","Calcaritermes","genus","277580","Early Miocene","","23.03","15.97","57466"
"1316524","occ","","","107076","Blattodea","order","170227","Early Cenomanian","","99.6","93.5","58205"
"1316556","occ","","","111688","Ginormotermes rex","species","337135","Early Cenomanian","","99.6","93.5","58269"
"1316558","occ","","","111688","Euisoptera","unranked clade","220272","Early Cenomanian","","99.6","93.5","58269"
"1316559","occ","","","147614","Krishnatermes yoddha","species","337133","Early Cenomanian","","99.6","93.5","58269"
"1316560","occ","","","147614","Euisoptera","unranked clade","220272","Early Cenomanian","","99.6","93.5","58269"
