Control4,0meter0cm
Blue6,0meter70cm
Blue5,0meter59cm
Blue2,0meter32cm
Control1,0meter2cm
Green4,3meter78cm
Control6,0meter1cm
Blue1,0meter29cm
Control2,0meter1cm
Blue4,0meter30cm
Red5,3meter89cm
Red3,4meter52cm
Blue3,0meter37cm
Red6,3meter71cm
Control3,0meter0cm
Red1,1meter24cm
Green5,2meter11cm
Red2,3meter57cm
Green2,0meter30cm
Control5,0meter0cm
Red4,6meter17cm
Green1,0meter69cm
Green3,0meter31cm
Green6,3meter52cm
